frequency,raw,smoothed,error,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
9845.68,-13.94,-5.25,-16.33,-8.12,6.00,5.71,-7.94,0.75,2.39
9944.14,-13.48,-5.22,-15.74,-8.11,6.00,5.67,-7.48,0.78,2.26
10043.58,-13.40,-5.19,-15.55,-8.11,6.00,5.62,-7.40,0.81,2.15
10144.02,-13.40,-5.23,-15.46,-8.07,6.00,5.56,-7.40,0.77,2.06
10245.46,-13.43,-5.26,-15.42,-8.02,6.00,5.51,-7.43,0.74,1.99
10347.91,-13.15,-5.30,-15.04,-7.97,6.00,5.45,-7.15,0.70,1.90
10451.39,-12.70,-5.34,-14.47,-7.92,6.00,5.40,-6.70,0.66,1.77
10555.91,-12.13,-5.37,-13.75,-7.86,6.00,5.34,-6.13,0.63,1.62
10661.46,-11.51,-5.41,-12.98,-7.80,6.00,5.28,-5.51,0.59,1.47
10768.08,-10.74,-5.44,-12.06,-7.73,6.00,5.21,-4.74,0.56,1.32
10875.76,-9.81,-5.48,-10.98,-7.67,6.00,5.15,-3.81,0.52,1.17
10984.52,-8.55,-5.51,-9.58,-7.59,6.00,5.08,-2.55,0.49,1.03
11094.36,-7.21,-5.55,-8.16,-7.52,6.00,5.01,-1.21,0.45,0.94
11205.31,-5.95,-5.58,-6.83,-7.44,6.00,4.94,0.05,0.42,0.87
11317.36,-4.88,-5.62,-5.67,-7.36,6.00,4.87,1.12,0.38,0.80
11430.53,-3.99,-5.65,-4.66,-7.27,6.00,4.80,2.01,0.35,0.67
11544.84,-3.11,-5.68,-3.67,-7.18,6.00,4.73,2.89,0.32,0.57
11660.29,-2.20,-5.71,-2.72,-7.08,6.00,4.66,3.80,0.29,0.52
11776.89,-1.42,-5.75,-1.92,-6.99,6.00,4.59,4.58,0.25,0.49
11894.66,-0.92,-5.78,-1.38,-6.88,6.00,4.51,5.08,0.22,0.47
12013.60,-0.69,-5.81,-1.14,-6.78,6.00,4.44,5.31,0.20,0.45
12133.74,-1.04,-5.84,-1.51,-6.67,6.01,4.37,4.97,0.18,0.47
12255.08,-1.72,-5.87,-2.21,-6.56,6.02,4.29,4.31,0.16,0.49
12377.63,-2.60,-5.90,-3.12,-6.44,6.03,4.22,3.42,0.13,0.52
12501.41,-3.63,-5.93,-4.18,-6.32,6.01,4.14,2.39,0.09,0.55
12626.42,-4.54,-5.96,-5.16,-6.20,5.99,4.07,1.44,0.03,0.62
12752.68,-5.40,-5.98,-6.10,-6.07,5.94,3.99,0.54,-0.04,0.70
12880.21,-6.18,-6.01,-6.95,-5.94,5.87,3.92,-0.31,-0.14,0.77
13009.01,-7.06,-6.04,-7.88,-5.80,5.78,3.85,-1.28,-0.26,0.82
13139.10,-8.04,-6.07,-8.87,-5.66,5.67,3.77,-2.36,-0.39,0.83
13270.49,-9.12,-6.09,-9.94,-5.52,5.54,3.70,-3.58,-0.55,0.82
13403.20,-10.20,-6.12,-10.99,-5.37,5.40,3.63,-4.80,-0.72,0.79
13537.23,-10.98,-6.15,-11.73,-5.22,5.24,3.55,-5.74,-0.91,0.75
13672.60,-11.42,-6.17,-12.12,-5.07,5.08,3.48,-6.34,-1.10,0.70
13809.33,-10.74,-6.20,-11.36,-4.91,4.91,3.41,-5.82,-1.28,0.63
13947.42,-9.66,-6.22,-10.21,-4.75,4.75,3.34,-4.91,-1.47,0.54
14086.90,-8.30,-6.25,-8.72,-4.59,4.59,3.27,-3.72,-1.66,0.42
14227.77,-6.97,-6.27,-7.19,-4.42,4.42,3.20,-2.55,-1.85,0.22
14370.04,-5.89,-6.29,-5.91,-4.25,4.25,3.14,-1.65,-2.05,0.01
14513.74,-5.05,-6.32,-4.86,-4.07,4.07,3.07,-0.98,-2.24,-0.19
14658.88,-4.59,-6.34,-4.20,-3.89,3.89,3.00,-0.70,-2.45,-0.39
14805.47,-4.45,-6.36,-3.85,-3.71,3.71,2.94,-0.74,-2.65,-0.60
14953.52,-4.42,-6.38,-3.62,-3.52,3.52,2.87,-0.90,-2.86,-0.80
15103.06,-4.47,-6.40,-3.50,-3.33,3.33,2.81,-1.14,-3.07,-0.97
15254.09,-4.32,-6.42,-3.26,-3.14,3.14,2.75,-1.18,-3.29,-1.06
15406.63,-3.99,-6.45,-2.86,-2.94,2.94,2.69,-1.05,-3.51,-1.13
15560.70,-3.45,-6.47,-2.25,-2.74,2.74,2.63,-0.72,-3.73,-1.20
15716.30,-2.60,-6.48,-1.33,-2.53,2.53,2.57,-0.07,-3.95,-1.27
15873.47,-1.66,-6.50,-0.28,-2.32,2.32,2.51,0.67,-4.18,-1.38
16032.20,-0.65,-6.52,0.91,-2.11,2.11,2.46,1.46,-4.41,-1.56
16192.52,0.22,-6.54,2.01,-1.89,1.89,2.40,2.11,-4.65,-1.80
16354.45,0.78,-6.56,2.95,-1.67,1.67,2.35,2.45,-4.89,-2.17
16517.99,1.04,-6.58,3.67,-1.45,1.45,2.30,2.49,-5.13,-2.63
16683.17,0.70,-6.59,3.74,-1.22,1.22,2.25,1.92,-5.37,-3.04
16850.01,-0.19,-6.61,3.30,-0.99,0.99,2.20,0.80,-5.62,-3.49
17018.51,-1.42,-6.63,2.60,-0.75,0.75,2.15,-0.67,-5.87,-4.02
17188.69,-3.02,-6.64,1.63,-0.51,0.51,2.10,-2.51,-6.13,-4.66
17360.58,-4.64,-6.66,0.69,-0.27,0.27,2.06,-4.37,-6.39,-5.34
17534.18,-6.06,-6.67,-0.04,-0.03,0.03,2.01,-6.04,-6.65,-6.03
17709.53,-7.12,-6.69,-0.41,0.22,-0.22,1.97,-7.34,-6.91,-6.70
17886.62,-7.50,-6.70,-0.18,0.48,-0.48,1.93,-7.98,-7.18,-7.32
18065.49,-7.69,-6.72,0.27,0.73,-0.73,1.89,-8.42,-7.45,-7.96
18246.14,-7.72,-6.73,0.92,1.00,-1.00,1.85,-8.72,-7.73,-8.65
18428.60,-8.01,-6.74,1.34,1.26,-1.26,1.81,-9.27,-8.00,-9.35
18612.89,-8.49,-6.76,1.52,1.53,-1.53,1.78,-10.01,-8.29,-10.01
18799.02,-9.13,-6.77,1.53,1.80,-1.80,1.75,-10.93,-8.57,-10.66
18987.01,-9.97,-6.78,1.49,2.08,-2.08,1.72,-12.04,-8.86,-11.46
19176.88,-10.85,-6.79,1.61,2.36,-2.36,1.69,-13.21,-9.15,-12.47
19368.65,-11.70,-6.80,1.94,2.64,-2.64,1.66,-14.34,-9.44,-13.64
19562.33,-12.31,-6.81,2.54,2.93,-2.93,1.63,-15.23,-9.74,-14.85
19757.96,-12.55,-6.82,3.53,3.22,-3.22,1.61,-15.77,-10.04,-16.08
19955.54,-12.65,-6.83,4.20,3.51,-3.51,1.58,-16.16,-10.34,-16.84
